,Headline
1794,Man Wishes Women In Crowded Bar Would Let Him Read Jane Austen Novel In Peace
1795,Man With 20 Rifles Can’t Remember If His Goal To Start Or Stop Violent Overthrow Of Government
1796,Man Wondering When ‘Ocean's 8’ Trailer Going To Show Film’s Protagonist
1797,Man Worried Experiences Of Cancun Trip Far Too Complex To Be Conveyed Through Single Keychain
1798,Man Worried He Has Nothing In Common With Friend Group Apart From Murder They Covered Up 10 Years Ago
1799,Man Worried Partner Hasn’t Been Attracted To Him Ever Since He Got Head Stuck In Fence
1800,Man Worried The 6th ‘Transformers’ Movie Will Just Be Stupid
1801,Manafort Sought Plea Deal Before Talks Broke Down
1802,Manatees Removed From Endangered Species List
1803,Manifesto Calls On Fellow White Americans To Rise Up And Maintain Status Quo
1804,"Manson’s Loved Ones Ask For Complete, Utter Chaos In Their Time Of Grief "
1805,Man’s Eyes Glaze Over Whenever Politician Starts Threatening To Plunge Him Into Serf-Like Subjugation
1806,Man’s Life Spent Occasionally Eating Barbecue In Between Doing Things He Hates
1807,Man’s Wife Dies Of Cancer Just Like In The Movies
1808,Maple Tree Wishes It Was Given A Say In Becoming Memorial To Man’s Dead Wife
1809,Mar-A-Lago Staff Apologizes For Letting In Guest They Just Assumed Was High-Powered Lobbyist Trying To Buy Influence
1810,Marathon Running Could Cause Kidney Injury
1811,Marc Benioff Buys ‘Time’ Magazine For $190 Million
1812,Margaret Atwood: ‘The Handmaids Are Supposed To Be Aliens’
1813,Marianne Williamson Deletes Tweets About Using Mind To Control Weather After Realizing Nation Unprepared To Wield Such Great Power
1814,Marijuana And Criminal Justice
1815,Marijuana Company Buys California Town
1816,Marijuana Could Weaken Heart Muscles
1817,Marijuana Laws By State
1818,Marilyn Monroe’s Hair To Be Sold At Auction
1819,Marine Biologists Reveal That Majority Of World’s Oceans Remain Boring As Shit
1820,Marine Corps Orders Removal Of Confederate Symbols From All Bases
1821,Mario Batali Faces Criminal Charge
1822,Mark Judge Can’t Believe That Fucking Lightweight Kavanaugh Got ‘Boofing’ And ‘The Devil’s Triangle’ Wrong
1823,Mark McGwire Confident He Could Still Disgrace Game At High Level Today
1824,Mark Zuckerberg Announces Virtual Roundtable With American Hate Groups To Better Understand How They Work
1825,Mark Zuckerberg Delivers Free Speech Manifesto
1826,Mark Zuckerberg Prepares For Congressional Testimony By Poring Over Lawmakers’ Personal Data
1827,Married Couples Have Similar Immune Systems
1828,Marriott Phasing Out Tiny Plastic Toiletry Bottles
1829,Martin Shkreli Jailed Over Clinton Hair Bounty
1830,Mary Tyler Moore Dies
1831,"Mascot Hijinks Cost University $123,000"
1832,Masked Vigilante Takes Terrorizing Black Community Into Own Hands After Local Law Enforcement Fails To Do So
1833,Mass Invasion Of Polar Bear Forces Russian Islands To Declare Emergency
1834,Massachusetts To Establish Rattlesnake Colony
1835,Massive Sinkhole In Florida Reopens
1836,Matt Damon Dismisses ‘Whitewashing’ Controversy
1837,Mattel Debuts Barbie With Hijab
1838,Matthew Stafford Admits He’d Play Through Back Injury For Better Team Than Lions
1839,Mavericks Retire Dirk Nowitzki’s Jersey Fully Unaware He Still On Team
1840,Maybelline Announces It Will Stop Testing New Products On Unsuspecting Customers In The Middle Of The Night
1841,Mayo Clinic Offers Special Chocolate Heart Transplant For Valentine’s Day
1842,Mayor Calls For Crackdown On Topless Women In Times Square
1843,McDonald’s French Fries May Contain Cure For Baldness
1844,McDonald’s Testing New Beyond Burger-Based P.L.T. Sandwich
1845,McDonald’s To Add Global Items To Food Menu
1846,McDonald’s To Remove Corn Syrup From Buns
1847,McDonald’s Unveils New Big Mac Sizes
1848,"Meals On Wheels Volunteers Deliver Body Chocolate, Edible Underwear To Seniors Shut In On Valentine’s Day"
1849,Mealworms Can Break Down Styrofoam Waste
1850,"Measles Eliminated In North, South America"
1851,Measles Roars Back At Record Pace
1852,Media Condemns Julian Assange For Reckless Exposure Of How They Could Be Spending Their Time
1853,Medical Error Among Leading Causes Of Death
1854,Medical Procedure Could Delay Menopause By 20 Years
1855,Meditation Effective Treatment For Back Pain
1856,Meghan McCain Defends Right To Own Dozens Of Guns She’s Hidden In Strategic Parts Of ‘The View’ Set
1857,Megyn Kelly Moves To NBC
1858,Melania And Barron Trump Won’t Live In White House
1859,"Melania, Barron Trump Move Into White House"
1860,"Melting Permafrost To Have $70 Trillion Impact, Study Finds"
1861,Memorable Moments From NFL Thanksgiving Games
1862,"Men And Women Equally Aroused By Pornography, Study Finds"
1863,Men More Likely To Take Paternity Leave If Child Is Male
1864,Mental Health Experts Recommend Bed Only Be Used For Shooting Amateur Pornography
1865,Mental Health Experts Say Friends Giving Away Possessions Could Be Warning Sign They Planning On Moving
1866,Merkel Named World’s Most Powerful Woman
1867,Merriam-Webster Adds Nonbinary ‘They’ To Dictionary
1868,"Meth Found Hidden Inside Bras, Art Supplies"
1869,Methane Found On Mars
1870,Metropolitan Museum Acquires Another Vase
1871,Mexican Drug Lord Escapes Prison
1872,Mexican President Cancels Meeting With Trump
1873,Mice Give Birth Using 3D-Printed Ovaries
1874,Michael Avenatti Arrested For Attempted Extortion Of Nike For $20 Million
1875,Michael Bennet Quietly Asks Aide If Polling At N/A Is Good Or Bad
1876,Michael Bloomberg Gives $1.8 Billion To Johns Hopkins University
1877,"Michael Bloomberg Treats Self To Second, Flashier Presidential Campaign"
1878,Michael Cohen Completes First Stage Of Intricate Plan To Break Incarcerated Brother Out Of Prison From Inside
1879,Michael Cohen Granted Prison Work Release For New Job With Trump 2020 Campaign
1880,Michael Cohen Promises More Damaging Recordings Of Trump Already Public
1881,Michael Cohen Relieved To Remember It Illegal To Charge Lawyer With Crime
1882,Michael Cohen Says He Paid To Rig Polls In Trump’s Favor
1883,Michael Flynn Resigns
1884,Michael Jackson Estate Questions Why Accusers Only Coming Forward Steadily Since Early 1990s
1885,Michael Jackson Estate Releases New Documentary Alleging King Of Pop Gets Lifetime Pass For ‘Thriller’
1886,Michael Phelps To Race Shark
1887,Michael Wolff Finishes Sequel To ‘Fire And Fury’
1888,Michigan Restaurant Selling $180 Tacos
1889,Microsoft Paint Being Phased Out
1890,Microsoft Testing Underwater Data Centers
1891,Microsoft Unveils Xbox One X Console
1892,Middlebury Vermont Town Council Continues 242-Year Tradition Of American Democracy With 4-1 Vote To Rezone Lot For New Popeyes
1893,Midterms 2018: Key Senate Races To Watch
1894,Mike Bloomberg: ‘I Apologize For The Damages My Past Policies Have Caused To The Negro Community’
1895,Mike Pence Tours Mayo Clinic Without Mask
1896,Mike Pompeo Can’t Believe Senate Just Expects He’ll Answer Questions Without Being Tortured First
1897,Mike Pompeo: ‘There Is Overwhelming And Undeniable Evidence To Support Going To War With Whoever’
1898,Milestones In Artificial Intelligence
1899,Military Announces $2 Million Research Initiative To Find Out How Mother Of 3 Kathy Summers Able To Do It All
1900,Military Recruiter Fondly Recalls When He Was Just A Naïve Kid Being Coaxed Into Making Binding 8-Year Commitment To Fill Quota
1901,Millennials Consume The Most Wine
1902,Millennials Not More Liberal On Gun Control Than Past Generation
1903,Millions Of Drunk Cubs Fans Rioting In Heaven Following World Series Win
1904,Milo Yiannopoulos’ Book Canceled
1905,Minnesota Launches Civil Rights Probe Against Minneapolis PD
1906,Minnesota Resident Thinking Of Finally Packing It All Up And Moving Someplace Warm Like Michigan 
1907,Miracle Dumbbell Found In Proper Place On Rack
1908,Miracle Paycheck Lasts For 7 Whole Days
1909,Miss America CEO Apologizes To Vanessa Williams
1910,Miss America Scrapping Swimsuit Portion Of Competition
1911,Miss North Dakota Crowned Miss America For First Time
1912,Missile Rushed To Hospital
1913,Missouri Snake Gives Second Virgin Birth
1914,Missouri Sues China Over Coronavirus Pandemic
1915,Mitch McConnell Feeling Emasculated By Wife Who Makes More Illicit Money Than Him
1916,Mnuchin Requested Government Plane For Honeymoon
1917,Moderator Jorge Ramos Asks Candidates How They Would Help Struggling Media Companies With $7.5 Billion Of Debt
1918,Moderators Kick Off Debate By Asking Whether Bloomberg Ready To Get Shit Rocked Again
1919,Mom Changes Words Of Prayer To Be More Cheerful
1920,Mom Comes Back From Long Call With Friend Looking Real Sad
1921,Mom Hates Bad Guy In Movie
1922,Mom Saving Baby Pictures For Child To Use On Rap Album Cover
1923,"Mom Sends Blurry, Indistinct Photo Of Computer Screen Showing Boots You Might Like"
1924,Mom Still Raving About Butternut Squash Ravioli She Tried 13 Years Ago
1925,"Mom Wants To Know If You Could Use Grandma’s Antique, 12-Person Dining Room Table In Your Studio Apartment"
1926,Monkeys’ Tools In Brazil Date Back 700 Years
1927,Monopoly To Replace Thimble Piece
1928,More Americans Coming Out On Facebook
1929,"More Americans Report Vivid, Violent Dreams During Pandemic"
1930,More French Cities Banning Burkinis
1931,More Teens Trying To ‘Vape’ Marijuana
1932,More Than 100 U.S. Newspapers Plan Editorials Decrying Trump’s Attacks On Media
1933,More Than 43 Million Travel Home For Thanksgiving
1934,More Women Received Mammograms Under ACA
1935,Mormon Church Accused Of Hoarding Billions In Afterlife Tax Haven
1936,Morrissey To No Longer Give Print Interviews
1937,Mosquitoes Use Complex Tactics To Seek Human Prey
1938,Most Americans Avoid Clinical Trials
1939,Most Best Actress Winners Play Wives
1940,Most Common Panic-Buying Purchases During Coronavirus
1941,Most Commonly Banned Books
1942,Most Glorious Flames Of 2015
1943,Most Ignored Issues Of This Election Cycle
1944,Most Memorable Oscars Speeches Of All Time
1945,Most Notable Google Ventures
1946,Most Notorious Criminals In U.S. History
1947,Most Popular Halloween Costumes For Couples
1948,Most Popular Passwords Of Year Include '123456' 'password'
1949,Most Popular Young Adult Fiction Books
1950,Most Shocking Revelations Of The Comey Memos
1951,Most Used Words In Ray Lewis’ Hall Of Fame Acceptance Speech
1952,Mother Can’t Believe 10-Year-Old Has Already Outgrown Mobility Scooter
1953,Mother Confident That Adult Son’s Cycle Of Emotional Terrorism Will Calm Down Once He Finds The Right Girl
1954,Mother Feels A Little Validated After Daughter Who Stayed Out Late Gets Murdered
1955,Mother Will Not Be Charged In Gorilla’s Death
1956,Motion Picture Academy Releases Complete List Of Films That Can Be Enjoyed Without Supporting Sexual Predator
1957,Movie Theater Security Reports Suspicious Behavior After Patron Buys Ticket To ‘Gemini Man’
1958,Movie Theaters Packed With Frenzied Crowds Trying To Catch Last-Minute Screening Of ‘Sonic’ Film Before Coronavirus Hits
1959,Mt. McKinley To Be Renamed Denali
1960,Much Older Men We Dated In 2016
1961,Mueller Accuses Manafort Of Witnessing Tampering
1962,"Mueller Annoyed By Chipper, Overeager Adam Schiff Constantly Sending Him Evidence He’s Already Uncovered"
1963,"Mueller Finds No Evidence Of Trump–Russia Conspiracy, Attorney General Says"
1964,Mueller Probe May End Next Week
1965,Mueller Report Released
1966,Mueller Tells Trump He’s Not Under Criminal Investigation
1967,Mueller To Testify Before Congress
1968,Mueller Took Issue With Barr Letter
1969,Music Buff Pissed ‘Come Josephine In My Flying Machine’ Left Off Pitchfork’s ‘Best Of The 1910s’ List
1970,Music Found To Speed Recovery In Surgery Patients
1971,Must See: The ‘Final Fantasy VII Remake’ Features The Gorgeous New Opening Film ‘Taxi Driver’
1972,Mutant Hockey League Worried City Of St. Mucus Won’t Publicly Finance New Arena For Ooze
1973,My Advice To Anyone Starting A Business Is To Remember That Someday I Will Crush You
1974,My Vote Is Not For Sale At These Prices
1975,Myth Vs. Fact: Stop-And-Frisk Policy
1976,Myth Vs. Fact: Wine
1977,NAACP Issues Travel Warning For Black Americans Visiting Own Backyards
1978,NASA Administrator Announces He Will Open His Body Up To Sexual Tourism
1979,NASA Announces They Definitely Just Destroyed An Asteroid
1980,NASA Astronaut Sets Record For Oldest Woman In Space
1981,NASA Curious How Folks Would Feel If They Hypothetically Already Launched A Manned Mars Mission That Didn’t Go So Hot
1982,NASA Developing Spacecraft To Stop Possible Asteroid Strike In 2135
1983,NASA Finds Life Drowned On Mars
1984,NASA Frantically Announces Mission To Earth’s Core After Accidentally Launching Rocket Upside Down
1985,NASA Gives Robots To Universities To Aid Mars Mission
1986,NASA Planning First Mission To Sun
1987,NASA Plans First All-Female Spacewalk
1988,NASA Running Out Of Spacesuits
1989,NASA Says Presence Of Diving Board On Mars Confirms Planet May Have Once Contained Water
1990,NASA Seeks Habitat Designs For Mars Mission
1991,NASA Sees Record Number Of Astronaut Applications
1992,NASA To Award Best Uses Of Martian Rock
1993,"NASA, UAE Collaborate On Mars Exploration"
1994,NBA Draft Lottery Swells To 3 Zion Williamsons After No Winning Tickets Drawn
1995,NBA Quietly Waiting For NFL To Fuck Up And Take Some Heat Off
1996,NBA Ref Petrified After Seeing Depiction Of Own Death While Looking Under Replay Hood
1997,NBA Requests Fans Sitting Courtside Not Release Derivative Albums
1998,NBA To Display Advertisements On Jerseys
1999,NBC Airing ‘Jesus Christ Superstar Live!’
2000,NCAA Determines Becoming A Bengal Punishment Enough For Joe Burrow Taking Cash From Odell Beckham
2001,NCAA Suspends Penn State Another 3 Years After Remembering Everything They Did
2002,NCAA To Allow Compensation For College Athletes
2003,NFL Considering Forcing Players To Stand During Anthem
2004,NFL Defends Right To Subject Eric Reid To Random Stop-And-Frisks
2005,NFL Draft Prospect Sets Combine Record By Scrubbing Entire Social Media Presence In 17.64 Seconds
2006,NFL Enacts New Rules In Wake Of Deflategate
2007,"NFL Game Day Prepper Stockpiles Coolers Of Bud Light, Hundreds Of Pounds Of Grilled Meat In Underground Bunker"
2008,NFL Offers Summer League For Suspended Players To Make Up Games
2009,NFL Pre-emptively Adds Whatever Bullshit Gronk Hawking To Banned Substance List
2010,NFL Reaffirms Commitment To Player Safety By Eliminating QB Position
2011,NFL Reducing Head Injuries With Flexible Helmet
2012,NFL Rescinds Myles Garrett Suspension After Review Footage Clearly Shows Mason Rudolph’s Punchable Fucking Face
2013,NFL Sees 10% Ratings Drop
2014,"NFL, NBA, MLB, NHL Team Owners Vote To Unionize"
2015,NFLPA Warns Holdouts They Need To Consider The Risk That They’ll End Up Having To Sign With Jets
2016,NHL Will Forgo 2018 Winter Olympics
2017,NIH Retiring All Research Chimps
2018,NRA Insists That Most Recent Mass Shooting Does Not Accurately Reflect Potential Deadliness Of Firearm
2019,NRA Praised For Decreasing Stigma Of Mentally Ill Acquiring Firearms
2020,NRA Touts Oliver North’s Expertise At Avoiding Jail Time For Colluding With Hostile Foreign Powers
2021,NRCC Emails Stolen During Major 2018 Election Hack
2022,NY Residents Can Now Be Buried With Pets
2023,NYC Getting ‘High-Heel-Friendly’ Subway Grates
2024,NYC Losing Residents
2025,NYC Protects Pregnant Women’s Right To Drink
2026,NYC To Require Access To Free Tampons
2027,NYC’s ‘Taxi Of Tomorrow’ Unveiled
2028,NYPD Officer Hopes Black Teen Only Coughing Because He Just Choked Him
2029,NYT Aims To Double Revenue By 2020
2030,Nabisco Baffled After Trump Administration Gives It $200 Million Contract To Rebuild Puerto Rico’s Roads
2031,Naked Andrew Yang Emerges From Time Vortex To Warn Debate Audience About Looming Threat Of Automation
2032,Naked Mole-Rats Might Theoretically Be Able To Live Forever
2033,Napkinless Man With Grease-Covered Fingers Realizes He Trapped In A Prison Of His Own Creation
2034,Nation Admits They Only Care About Freedom Of Speech For Imparting Information About ‘Star Wars’ Shit
2035,Nation Ashamed To Admit They Would Probably Look Up John Goodman’s Nudes If They Leaked
2036,Nation Baffled By Childless Woman Who Doesn’t Even Have High-Powered Career
2037,Nation Calls For Letting Biden Rub Women’s Shoulders Again After Seeing What He’ll Do Instead
2038,Nation Celebrates Earth Day
2039,Nation Celebrates Halloween
2040,Nation Celebrates Thanksgiving
2041,Nation Celebrates Valentine’s Day
2042,Nation Confused After James Comey Dedicates Entire Memoir To In-Depth Retelling Of Martha Stewart Insider Trading Controversy
2043,"Nation Dutifully Gets In Cars, Stands In Line, Watches New Star Wars Movie"
2044,Nation Excited For Some Insane K-Pop Shit During Opening Ceremony
2045,Nation Finally Ready To Look At More Sidewalk Drawings That Look Like Big Holes But Are Actually Just Flat
2046,Nation Hears Voices Encouraging It To Buy Gun
2047,Nation Not Sure How Many Ex-Trump Staffers It Can Safely Reabsorb
2048,Nation Praying For Super Nasty Luge Accident
2049,"Nation Returns To Regular Workweek A Little More Kind, A Little More Thoughtful, A Little More Thankful"
2050,Nation Spooked After Running Into Creepy Old Night Watchman
2051,National Friends Alliance Vigorously Defends Right To Have Great Time Palling Around With Buddies
2052,National Park Service Releases Detailed Guide On What Visitors Should Do Upon Encountering Squirrel
2053,"National Park Service Under Fire For Wasting $40 Million To Pamper A Single, Charming Moose"
2054,"National Weather Service Stresses Those In Path Of Heat Wave Should Crawl Towards Sparkling, Cold Spring Shimmering At Edge Of Vision"
2055,National Zoo Panda Cub Dies
2056,Nation’s Aunts Announce Their 2018 Thanksgiving Boyfriend Roster
2057,Nation’s Beekeepers Warn They Don’t Know How Much Longer They Can Hold Back Swarms’ Wrath
2058,Nation’s CEOs Sign Pledge To Continue Fucking Over Americans
2059,Nation’s Dorky Little Nerds Announce They Have Nosebleed
2060,Nation’s Entertainment Reporters Return To Celeb Beach Body Beat Following Coverage Of Weinstein Scandal
2061,Nation’s Fact-Checkers Confirm They’ll Probably Wrap Up Evaluating Trump’s Statements By 2050 At Latest
2062,Nation’s Idiots Announce Plans To Jump Off Their Roofs Into A Pile Of Snow And Break Their Fucking Legs
2063,"Nation’s Indigenous People Confirm They Don’t Need Special Holiday, Just Large Swaths Of Land Returned Immediately"
2064,Nation’s Long-Haired Old Men In Flowy Linen Shirts Announce You Are Loved
2065,Nation’s Men Stunned To Realize Sexual Harassment Problem May Go As Far Back As 1990
2066,"Nation’s Panicked, Blood-Covered Citizens Demand You Give Them Just One Goddamn Second To Think"
2067,"Nation’s Politicians, Law Enforcement, Corporate Executives Marvel At Futuristic Utopia They’re Living In"
2068,Nation’s Rich And Powerful Wondering When Rest Of Americans Will Just Give Up
2069,Nation’s Sleep Experts Recommend Cutting Down On Strobe Light Before Bedtime
2070,Nation’s Top Pseudoscientists Harness High-Energy Quartz Crystal Capable Of Reversing Effects Of Being Gemini
2071,Native Americans Not Offended By Redskins Name
2072,Neanderthal DNA Linked To Modern Disorders
2073,Neanderthals Ate Seafood Including Sharks And Dolphins
2074,"Nearly 700,000 To Lose Food Stamps With USDA Work Requirement"
2075,Nearly Extinct Bird Found To Use Tools
2076,Nearly Half Of Americans Have High Blood Pressure
2077,Nearly Half The World Will Be Online By 2017
2078,Negative Review Of ‘A Wrinkle In Time’ Peppered With Critic Assuring Readers He Still Totally Supports Diversity
2079,Neglected Google Home Sits By Window Barking At Passersby
2080,Neighbor Oblivious To Fact She Being Groomed For Cat-Sitting
2081,Neil Young Mad At Donald Trump For Using Song For Campaign
2082,Neil deGrasse Tyson Debunks Stadium’s Home Run Animation Depicting Ball Launching Into The Stratosphere
2083,Neither Boss Nor Employee Paid Enough To Deal With Each Other
2084,Nepal Considering Changing Everest Rules
2085,Nervous New Driver Going To Stick To Sidewalks Until He’s More Confident
2086,Netanyahu Begins Calling For Israeli Return To Ancient Homeland Of Iran
2087,Netanyahu Vows To Clog The Rivers With Skulls Of His Enemies In Last-Minute Push To Win Over Undecided Voters
2088,Netflix $20 Billion In Debt
2089,Netflix Acquires Global Streaming Rights For ‘Seinfeld’
2090,Netflix Adds ‘Top 10’ List Featuring Most Popular Shows
2091,Netflix Algorithm Suggests Viewer Who Enjoyed ‘Ozark’ Will Like Pretty Much Anything
2092,Netflix Cancels ‘Jimmy Carter’s World Of Peanuts’
2093,Netflix Cuts Controversial Suicide Scene From ‘13 Reasons Why’
2094,Netflix Now Worth More Than Disney
2095,Netflix Offering Year-Long Paid Parental Leave
2096,Neurosurgeon Feels Lucky He Was Able To Turn Hobby Into Career
2097,Neutrogena Calls For Worldwide Cleansing In Effort To Attain Facial Purity
2098,Nevada Addresses Concerns About Election Security By Switching To Electronic Voters
2099,Nevada Experiencing Emergency Marijuana Shortage
2100,New 23andMe Feature Connects Users To Others Who Share Genetic Tendency To Get Billed For $199
2101,New AcneFree Treatment Ships Teens To Remote Island Colony For Remainder Of Puberty
2102,New Airline Seats Would Place Passengers Face-To-Face
2103,New App Adds Virtual Statues Of Iconic Women To Cities
2104,New App Aims To Be The ‘Yelp Of People’
2105,New Babysitter Can Already Tell This Kind Of Kid Who Gets Naked For No Reason
2106,New Beatles Album Announced
2107,New Dating Site Caters To Disney Fans
2108,New Device Locks Up Smartphones At Concerts
2109,New Device Turns Air Into Water
2110,New Dietary Guidelines Met With Contention
2111,New Emergency Wireless Alerts Proposed
2112,New Employee Confused By Office Espresso Machine Just Returns To Desk With Mug Of Hot Water
2113,New Evidence Reveals Ancient Greeks Immediately Regretted Inventing Theater
2114,New Evidence Suggests Ancient Egyptians Only Ever Visited Pyramids When Friends Were In From Out Of Town
2115,New Exhibit At Dallas Visitor’s Center Focuses On Things That Went Right During JFK’s November 1963 Visit
2116,New Fitness Tracker Monitors Amount Of Exercise Users Watch On TV
2117,New Ford Pickup Features Extendable Tailgate For Teens Getting Pregnant Beneath Fireworks Display
2118,New French Law Curbs Food Waste
2119,New GOP Tax Plan Requires Welfare Recipients To Apply For Each Individual Piece Of Food
2120,New Guidelines Allow Gyms To Reopen For Weak Little Bitches Who Just Diddle Around And Don’t Break A Real Sweat Anyway
2121,New Harry Potter Play In The Works
2122,New High-Tech Fabric Cools The Body
2123,New Historical Evidence Suggests Most Pilgrims Sailed Back Home To Celebrate First Thanksgiving
2124,New ICE Agent Establishes Dominance By Beating Up Biggest Child Prisoner On First Day
2125,New Indiana Jones Film In The Works
2126,New Insect Named For Justice Ginsburg
2127,New Law Could Ban European Teens From Social Media
2128,New Law Gives French Workers ‘Right To Disconnect’
2129,New Law Requires Sex Offenders To Inform Residents Before Moving Into Their Homes
2130,New LinkedIn Feature Lets Job-Seekers Add Most Humiliating Things They Willing To Endure
2131,New Louisiana Abortion Law Requires Fetuses Be Given Jazz Funeral March Through The French Quarter
2132,New MLB Rules Reduce Number Of Mound Conjugal Visits
2133,New Male Birth Control Method Tested
2134,New Method Accurately Measures THC In Edibles
2135,New NFL Policy Requires Players To Either Stand For National Anthem Or Stay In Locker Room
2136,New NFL Safety Rule Requires Players To Be Careful 
2137,New Patriotic Gatorade Ad Shows Terrorists Being Waterboarded With Gatorade
2138,New Perdue Farm Policy Lets Livestock Wear Jeans On Casual Fridays
2139,New Poll Finds Millennials Far More Likely To Politically Identify As Feudalists Than Previous Generations
2140,New Poll Finds Public Becoming More Skeptical Of Profit-Driven Corporate Data Mine Powered By Human Misery
2141,New Prosthetic Hand Provides Sense Of Touch
2142,"New RNC Ad Endorses Roy Moore: ‘He’s A Scumbag, But He’s Our Scumbag’"
2143,New Regulation Requires All Protected Species To Be Actively Looking For New Habitat In Order To Receive Funding
2144,"New Report Finds Energy Drink Consumption Can Lead To Heart Bursting Out Of Chest, Riding Away On Tiny Skateboard"
2145,New School Shooter Drill Includes Practicing Pleas To Lawmakers To Do Something About This
2146,New Series To Investigate JonBenet Ramsey Case
2147,"New Sip-And-Weld Studio Provides Opportunity To Drink Wine, Create Own Masterpiece With Blowtorch"
2148,New Smithsonian Exhibit Details How Fashion Pioneers Tamed The Frumpy West
2149,New Stardew Valley Expansion Allows Player To Shoot Self In Barn After Family Farm Bankrupted By Corporate Agribusiness
2150,New Startup Fights Users’ Traffic Tickets
2151,New Stephen King Book Mocks Stanley Kubrick’s ‘The Shining’ Adaptation
2152,New Study Confirms This Didn’t Even Feel Like A 4-Day Work Week
2153,New Study Finds English Developed As Secret Language Between 2 Reclusive European Twins
2154,New Study Finds Nipples Evolved To Stop Mammals From Squirting Continuous Streams Of Milk From Chests
2155,New Study Finds You’d Love Being Rich Asshole
2156,New Study Questions Health Risks Of Prolonged Sitting
2157,New Sunscreen Made From DNA
2158,New Survey Highlights Silicon Valley Sexism
2159,New Tampax High-Speed Applicator Able To Launch Tampons Into Vagina At 500 MPH
2160,New Trump Campaign Ad Claims That Illegal Immigrants Currently Murdering You With Knife
2161,New Urine Test Can Determine Diet
2162,New Year’s Resolution
2163,New York City Health Officials Board Up Sun To Discourage Large Groups From Gathering Outside
2164,New York Launches Terrorism Prevention App
2165,New York Quickly Builds Thousands Of Emergency Hamptons Mansions To Shelter Wealthy
2166,New York To ‘Shut Off’ Niagara Falls
2167,New Zealand Post To Deliver KFC
2168,New Zealand To Purge Nation Of Rodents
2169,New ‘Call Of Duty’ Explores Horrifying Reality Of Life As USO Magician
2170,"New ‘Call Of Duty’ Praised For Depicting Grim, Harrowing Fun That Can Be Had While Killing Civilians"
2171,New ‘Drinkable Book’ Could Provide Millions With Clean Water
2172,New ‘Game Of Thrones’ Trailer Confirms Season 8 Will Reveal Identity Of Sword-Covered Chair 
2173,New ‘Game Of Thrones’ Trailer Provides Sneak Peek At Show’s Climactic All-Cast Dance Number
2174,New ‘Star Wars’ Film Once Again Disappoints Die-Hard Nien Nunb Fans
2175,New ‘Star Wars’ Title Announced
2176,New ‘Westworld’ Trailer Teases Long-Awaited Arrival Of Dramatic Stakes
2177,Newborn Has Father’s Asshole
2178,Newly Discovered DNA Evidence Suggests Children Could Be Closely Related To Humans
2179,Newly Unearthed Journals Reveal J. Robert Oppenheimer Annoyed Trinity Test Researchers By Quoting ‘Bhagavad Gita’ Every Time They Did Anything
2180,Next Bond Movie Will Feature Black Female Actor In Role Of 007
2181,"Next Measles Outbreak Most Likely To Hit Chicago, Los Angeles, Miami"
2182,Nick Foles Reveals He Turned Down Big Volunteer Opportunities At Church To Remain With Eagles
2183,Nike Touts New Sports Bra With Latest Breast-Crushing Technology
2184,Nintendo Announces That ‘Super Mario Maker 2’ Will Finally Let Users Build A Synagogue So Mario Can Get Bar Mitzvahed
2185,Nintendo Never Should Have Pandered To Women And Created A Female Mario
2186,No One Aware Coworker Stormed Out Of Slack Meeting
2187,No Way In Hell Man Going To Start Examining Relationship With Food Right Now
2188,Nobel Peace Prize Awarded To Tunisian Group
2189,Noncompete Clause In Lease Bars Tenants From Living Anywhere Else For 90 Days After Moving Out
2190,None Of Mom’s Clothes Can Be Cleaned Using Washing Machine
2191,Nonprofit Places Burnouts In Jobs You Can Do Blitzed Out Of Your Mind
2192,Nordstrom Drops Ivanka Trump Brand
2193,North And South Korean Teams To March Together In Winter Olympics
2194,North Korea To Instate New Time Zone
2195,North Korean Defector Says Kim Jong-Un Won’t Last
2196,North Korean Prisoners Temporarily Put Into American Detention Camp To Help Ease Shock Of Return
2197,"North, South Korea Agree To Summit In Pyongyang"
2198,"North, South Korea In Talks To Announce End To 68-Year Korean War"
2199,Norway Ranked Happiest Nation On Earth
2200,Notable Celebrity Sports Fans
2201,Notable Commencement Speakers For The Class Of 2017
2202,Notable Female Writers Throughout History
2203,Notable Past Onion Fish Of The Year Honorees
2204,Notre Dame To Reopen Campus For Fall Semester
2205,Number Of Millennials Living At Home Reaches 130-Year High
2206,Nurses Found Cheating Way Through School
2207,"Nutella Aims To Reduce Serving Size, Display Fewer Calories"
2208,O.J. Simpson Granted Parole
2209,O.J. Simpson Joins Twitter
2210,OB-GYN Kind Of Annoyed She Has To Confirm Woman’s Premonition About Sex Of Baby That Came To Her In Dream
2211,OSHA Special Ops Team Raids Local Office After Receiving Intel On Expired Fire Extinguisher
2212,Obama Commutes 330 Sentences On Last Day In Office
2213,Obama Declares Self Feminist
2214,Obama Endorses Clinton For President
2215,Obama Invites Arrested Clock-Building Teen To White House
2216,Obama Kind Of Hurt No One’s Even Asked For His Endorsement
2217,Obama Meeting With Contenders For 2020 Election
2218,Obama Puts Spotlight On National Parks
2219,Obama To Visit Hiroshima
2220,Obama Transfers Record Number Of Detainees
2221,Obama Upholds In-Office Tradition By Releasing 2019 Summer Kill List
2222,"Obama, Trump Meet At White House"
2223,Obama: Troops To Stay In Afghanistan Past 2016
